nBlocks,nPracticeTrials,InterauralTonePhase,TranspositionFreq,ToneFreq,MAX_TRIALS,InitialDescentMinimum,starting_SNR,dBSPL,NoiseBandWidth,BackNzLevel,StartMessage,START_change_dB,NoiseDuration,BackNzDur
0,1,3.14,4000,125,5,-12,-30,80,100,0.056,Let's practice first! This will be fairly loud.,0,2400,10800
